hero,degree_centrality,betweenness_centrality,pagerank,num_connections
IVORY/,0.0028037383177570096,8.841077087732228e-07,8.402437874453241e-05,18
KNOCKABOUT/,0.0028037383177570096,8.841077087732228e-07,8.402437874453241e-05,18
"BLAZE, CRAIG",0.0028037383177570096,1.857414302957041e-06,6.069042567391636e-05,18
"BLAZE, EMMA",0.0028037383177570096,1.857414302957041e-06,6.069042567391636e-05,18
"REINMAN, PAULA",0.0028037383177570096,6.976805393647252e-09,5.399086283877064e-05,18
XANDU,0.0028037383177570096,1.3142643282183022e-06,4.054436820720146e-05,18
HOLLYWOOD,0.0028037383177570096,0.0,3.806825312725797e-05,18
TILDA,0.0028037383177570096,0.0,3.290420563661276e-05,18
"PRAZNIKI, SYLVIA",0.0028037383177570096,3.449637538191817e-06,6.283109927106814e-05,18
"VINCENT, DANNY",0.0028037383177570096,2.8652720362859023e-08,4.314473234203046e-05,18
"EXETER, LT.",0.0028037383177570096,0.0,3.715965911733051e-05,18
"HENDERSON, CAROL",0.0028037383177570096,0.0,3.649608399087862e-05,18
"SMITH, JOE",0.0028037383177570096,5.2926120257636816e-08,5.209105038748482e-05,18
"CARLISLE, MELISSA BO",0.0028037383177570096,3.069309384060584e-08,4.6699835805973546e-05,18
"BELGRADE, DR. HORATI",0.0028037383177570096,1.2474634690073385e-05,6.311299442377947e-05,18
"CIRE, EZRA",0.0028037383177570096,0.0,4.819004490328462e-05,18
"CROSS, JASON",0.0028037383177570096,0.0,4.819004490328462e-05,18
"GLEASON, KAREN",0.0028037383177570096,0.0,4.819004490328462e-05,18
"FUANARO, RENEE",0.0028037383177570096,2.2160375733824312e-07,8.122971527106872e-05,18
LANDSLIDE II/LEE BRO,0.0028037383177570096,6.976805393647252e-09,5.399086283877064e-05,18
MERCURY III/,0.0028037383177570096,6.976805393647252e-09,5.399086283877064e-05,18
RAPTURE/SISTER JOY,0.0028037383177570096,6.976805393647252e-09,5.399086283877064e-05,18
ZARATHOS,0.0028037383177570096,1.3969109867352893e-05,4.625114010010551e-05,18
HIGH OVERLORD,0.0028037383177570096,5.420526140215547e-05,0.00013523761446162066,18
"HENCKEL, MARIA",0.0028037383177570096,9.030103193161783e-06,4.306877020934116e-05,18
DR. BONG,0.0028037383177570096,1.032066522322047e-05,6.448581709248794e-05,18
"DELACORTE, ARTHUR",0.0028037383177570096,7.703751667848912e-09,4.859472039343099e-05,18
DE LA COURTE,0.0028037383177570096,7.703751667848912e-09,4.621773234129791e-05,18
MONDO,0.0028037383177570096,7.703751667848912e-09,4.621773234129791e-05,18
"WALSH, LYNN",0.0028037383177570096,1.962749255330232e-06,4.626094089957293e-05,18
"OLSEN, JIMMY",0.0028037383177570096,3.0363552908704484e-06,4.00785043984381e-05,18
"OGADA, DR.",0.0028037383177570096,0.0,3.753051232299645e-05,18
DONYELL,0.0028037383177570096,7.359012946145057e-08,4.32706883735238e-05,18
CEREBRITE BETA,0.0028037383177570096,2.2831512034566187e-07,5.4364146824938726e-05,18
"VANE, ROGER",0.0028037383177570096,0.0,3.497428512857757e-05,18
"BENWAY, DR.",0.0028037383177570096,1.8017597613496645e-07,4.3669736017035084e-05,18
"MARLES, DR. THOMAS",0.0028037383177570096,0.0,3.813591251636669e-05,18
I.Q./ISHMAEL QUESTOR,0.0028037383177570096,2.794092570458348e-05,5.194454861539136e-05,18
KID COLT II/ELRIC FR,0.0028037383177570096,2.794092570458348e-05,5.194454861539136e-05,18
TORO II/BENITO SERRA,0.0028037383177570096,2.794092570458348e-05,5.194454861539136e-05,18
"STROUD, SIMON",0.0028037383177570096,7.753270193196047e-06,7.128987520722081e-05,18
"FONG, LI",0.0028037383177570096,5.931543882852994e-06,3.965173008095892e-05,18
CROWLEY,0.0028037383177570096,0.0,5.144728638625706e-05,18
"JONES, ANDY",0.0028037383177570096,0.0,5.144728638625706e-05,18
"JONES, DRUCILLA",0.0028037383177570096,0.0,5.144728638625706e-05,18
"JONES, KATIE",0.0028037383177570096,0.0,5.144728638625706e-05,18
"JONES, PHILLIP",0.0028037383177570096,0.0,5.144728638625706e-05,18
MYSTERIUM/DR. JOSEPH,0.0028037383177570096,0.0,5.144728638625706e-05,18
"DEPAUL, SHIELD SPECI",0.0028037383177570096,1.716017650682586e-08,4.091722043311671e-05,18
"ASBERY, SHAMARI",0.0028037383177570096,1.716017650682586e-08,4.091722043311671e-05,18
VIXEN,0.0028037383177570096,5.5618733687886786e-08,4.791266068499723e-05,18
"ST. HUBBINS, SARI",0.0028037383177570096,2.6929748820562143e-07,4.336735485649287e-05,18
"YUAN, BILLY",0.0028037383177570096,8.150276035012667e-07,5.403567434427512e-05,18
ANTI-PHOENIX,0.00264797507788162,0.0,4.079169724841735e-05,17
GANTRY,0.00264797507788162,0.0,3.854328800346726e-05,17
SATHAN,0.00264797507788162,0.0,4.210603006117507e-05,17
"HOBBS, DET.",0.00264797507788162,0.0,4.210603006117507e-05,17
"FURMAN, RICHARD",0.00264797507788162,0.0,4.210603006117507e-05,17
"JONES, AUGUSTINE",0.00264797507788162,1.1457622262605398e-07,3.7838844618804495e-05,17
SLOTH,0.00264797507788162,5.710800672655716e-09,4.262538252158092e-05,17
COAL TIGER/T'CHALLA,0.00264797507788162,5.710800672655716e-09,4.262538252158092e-05,17
CASSANDRA,0.00264797507788162,5.710800672655716e-09,4.262538252158092e-05,17
"MARTINEZ, CARMELLO",0.00264797507788162,0.0,3.573700213967966e-05,17
CROWN,0.00264797507788162,9.889617125728122e-07,4.830884527003814e-05,17
HUMUS SAPIEN,0.00264797507788162,0.0,3.509817057739011e-05,17
ANGEL III/HALLOWAY,0.00264797507788162,9.687552894602145e-06,4.256255417775154e-05,17
SKETCH/,0.00264797507788162,0.0,4.6876237282254646e-05,17
REVENANT/,0.00264797507788162,0.0,4.6876237282254646e-05,17
MANACLE/,0.00264797507788162,0.0,4.6876237282254646e-05,17
GALADRIEL,0.00264797507788162,0.0,4.6876237282254646e-05,17
FARAHD,0.00264797507788162,0.0,4.6876237282254646e-05,17
CUDGEL/,0.00264797507788162,0.0,4.6876237282254646e-05,17
TOUGH LOVE/,0.00264797507788162,6.270867513856162e-09,5.3044951597140186e-05,17
DRAGONWING/,0.00264797507788162,6.270867513856162e-09,5.3044951597140186e-05,17
"GANCE, TABITHA TABBY",0.00264797507788162,0.0,3.800288723461825e-05,17
"WILSON, MERCEDES",0.00264797507788162,9.591111898412431e-06,7.50979872151133e-05,17
BLACK CRANE/,0.00264797507788162,8.553844913102698e-06,4.028223446606093e-05,17
"BRUKNER, ILANEY",0.00264797507788162,6.506094831320025e-06,8.133415230254432e-05,17
"SIMMONS, RANDALL",0.00264797507788162,0.0,3.724023823429152e-05,17
"HANRAHY, JIM",0.00264797507788162,0.0,3.724023823429152e-05,17
NOY,0.00264797507788162,6.270867513856162e-09,5.3044951597140186e-05,17
NIGHTWIND/,0.00264797507788162,6.270867513856162e-09,5.3044951597140186e-05,17
JET-BLACK/,0.00264797507788162,6.270867513856162e-09,5.3044951597140186e-05,17
OMORO,0.00264797507788162,8.787288472531528e-07,6.028232125920376e-05,17
"CHEN, DR.",0.00264797507788162,0.0,4.704210311545987e-05,17
COBALT II,0.00264797507788162,7.255809663931756e-08,5.196373347817475e-05,17
CERISE,0.00264797507788162,7.255809663931756e-08,5.196373347817475e-05,17
HUMBUG/PROF. B. MITT,0.00264797507788162,8.830899038790585e-06,3.8577522916466496e-05,17
"TANNER, ARCHIE",0.00264797507788162,0.0,3.724023823429152e-05,17
"KOPPISCH, DR. ERIC",0.00264797507788162,0.0,3.9436040248815585e-05,17
"DEUTSCH, GEN.",0.00264797507788162,1.5031357473526391e-06,6.156529711364895e-05,17
"KETCH, BARBARA",0.00264797507788162,2.3835233356866834e-06,7.850671732217911e-05,17
"CARMODY, MRS.",0.00264797507788162,0.0,4.3340140346375175e-05,17
AZAZEL,0.00264797507788162,0.0,4.3340140346375175e-05,17
BERYL,0.00264797507788162,7.255809663931756e-08,5.196373347817475e-05,17
"BUCHOVITZ, STANLEY &",0.00264797507788162,0.0,3.4490882314471515e-05,17
WITNESS II/REMY LEBE,0.00264797507788162,4.5390773587921973e-07,0.00010638802193465532,17
BULWARK/,0.00264797507788162,0.0,3.582202639877578e-05,17
DAMBALLAH II,0.00264797507788162,8.278945026134107e-07,3.4716421188787356e-05,17
SHORT CIRCUIT/HENRY,0.00264797507788162,4.793309687834911e-07,4.4066310898858234e-05,17
"VILLA-LOBOS, GETULIO",0.00264797507788162,9.260688078146546e-07,4.4944007936588326e-05,17
ADVENT/KYLE GROBE,0.00264797507788162,3.074292111478201e-07,5.001660498761991e-05,17
MEATMARKET,0.00264797507788162,8.176698764256069e-08,6.22557369697378e-05,17
TURK II,0.00264797507788162,6.992877531855839e-06,4.639795475861757e-05,17
SNARE,0.00264797507788162,6.992877531855839e-06,4.639795475861757e-05,17
"SIEGEL, DR. AVRAM",0.00264797507788162,2.5418532013322293e-06,9.824060302903629e-05,17
MIST,0.00264797507788162,0.0,3.681874414477238e-05,17
KANDRA,0.00264797507788162,0.0,3.681874414477238e-05,17
AGENT-X/,0.00264797507788162,6.992877531855839e-06,4.639795475861757e-05,17
"TERREL, DEBORAH",0.00264797507788162,0.0,3.511108651988187e-05,17
BIOHAZARD II/FLETCHE,0.00264797507788162,0.0,3.594821611098549e-05,17
MISTY/VINCENTE,0.00264797507788162,0.0,3.582202639877578e-05,17
LOCOMOTIVE BREATH/LA,0.00264797507788162,1.9448108732147856e-05,7.471791069435362e-05,17
SPOILSPORT/,0.00264797507788162,6.270867513856162e-09,5.3044951597140186e-05,17
SIGN/,0.00264797507788162,6.270867513856162e-09,5.3044951597140186e-05,17
D.K./DAVID KALEN,0.00264797507788162,2.9372082675265277e-07,4.047733418489372e-05,17
ARMAGEDDON MAN,0.00264797507788162,3.033245830257622e-09,4.910366585823873e-05,17
"ISLEY, LYNN",0.00264797507788162,0.0,3.573700213967966e-05,17
TRACER,0.00264797507788162,3.714702153042237e-05,4.92286083166941e-05,17
WATTS,0.00264797507788162,0.0,7.435541970031922e-05,17
MO,0.00264797507788162,0.0,7.435541970031922e-05,17
JOUST,0.00264797507788162,0.0,7.435541970031922e-05,17
FLO,0.00264797507788162,0.0,7.435541970031922e-05,17
SHULK,0.00264797507788162,0.0,0.00010937963776098271,17
QUARRY,0.00264797507788162,0.0,0.00010937963776098271,17
PREECHA,0.00264797507788162,0.0,0.00010937963776098271,17
"AGEE, REBECCA",0.00264797507788162,3.785387474074406e-07,3.7838708293425904e-05,17
"KITCHENER, CHIEF INS",0.00264797507788162,0.0,3.509024599665517e-05,17
SHADES,0.00264797507788162,5.39399998204521e-08,6.51599056312941e-05,17
DARK WIND/KENJI OYAM,0.00264797507788162,7.743095530053604e-07,4.202601068803422e-05,17
"KOSINSKI, HARLEY",0.00264797507788162,6.427809467854486e-09,3.4226692069524675e-05,17
SCINTILLA,0.00264797507788162,0.0,3.383939215000265e-05,17
SQUID/DONNY CALLAHAN,0.00264797507788162,1.147907987977916e-06,5.267256907624881e-05,17
DOC,0.00264797507788162,1.1016046442530721e-07,6.121470010724337e-05,17
"DAHN, FARNOQ",0.00264797507788162,1.9412773313648782e-09,5.4933094623157174e-05,17
RANGER II,0.00264797507788162,0.0,4.587778197274019e-05,17
PISTON/ANDREI SEMYAN,0.00264797507788162,0.0,4.587778197274019e-05,17
LIFELINE/DEACON,0.00264797507788162,0.0,4.587778197274018e-05,17
BLINDSIDE II/BOBBI C,0.00264797507788162,0.0,4.587778197274019e-05,17
GODSTALKER,0.00264797507788162,1.1810441342360695e-05,6.899384103761154e-05,17
"WILFORD, ETHAN",0.00264797507788162,2.602543847124619e-07,3.57370026721875e-05,17
NINJA/,0.00264797507788162,8.193729321902204e-07,6.728374981782484e-05,17
"STONE, MARGARET",0.00264797507788162,0.0,3.300531064140577e-05,17
WORMWOOD,0.00264797507788162,0.0,3.681874414477238e-05,17
SKADI,0.00264797507788162,0.0,3.681874414477238e-05,17
"BAILEY, GAILYN",0.00264797507788162,8.682369148786542e-07,4.071078679546619e-05,17
"TITAN, TRISH",0.00264797507788162,0.0,3.534562806462155e-05,17
"HINKLEY, ADMIRAL",0.00264797507788162,0.0,3.534562806462155e-05,17
"PROUST, PAUL",0.00264797507788162,7.389828240454666e-06,8.194059414258035e-05,17
CEREBRITE ALPHA,0.00264797507788162,6.422244926865506e-08,4.541464359283207e-05,17
ALISTRO,0.00264797507788162,0.0,3.2780889884805934e-05,17
"THOMAS, DR. JOHN",0.00264797507788162,1.5069790033768955e-08,3.816973293170483e-05,17
NECROMANCER/DR. STEP,0.00264797507788162,2.43586741081779e-06,4.3530825941096554e-05,17
MOLE MAN | MUTANT X-,0.00264797507788162,0.0,6.238096416552293e-05,17
CALLISTO | MUTANT X-,0.00264797507788162,0.0,6.238096416552293e-05,17
"HUDSON, JAMES | MUTA",0.00264797507788162,5.6620588831475614e-08,8.179983024790558e-05,17
WARHAWK III/TOM NAKA,0.00264797507788162,0.0,4.587778197274019e-05,17
TIMEBOMB/LOUIS JOUBE,0.00264797507788162,0.0,4.587778197274019e-05,17
"BAILEY, JOEY",0.00264797507788162,8.682369148786542e-07,4.071078679546619e-05,17
"AYALA, AWILDA",0.00264797507788162,1.042410484219802e-06,9.339013007601632e-05,17
"WING, PROFESSOR",0.00264797507788162,9.702871829825037e-07,6.224662560101274e-05,17
OGUR,0.00264797507788162,8.418795655233312e-07,3.3192697796210906e-05,17
"AYALA, MRS.",0.00264797507788162,1.042410484219802e-06,6.293704485058685e-05,17
REXEL TOIVEN,0.00264797507788162,0.0,3.488166247730785e-05,17
"STAR, JOAN",0.00264797507788162,0.0,4.288752615987469e-05,17
PAI,0.00264797507788162,0.0,4.288752615987469e-05,17
"MOLLE, DR.",0.00264797507788162,0.0,4.288752615987469e-05,17
RAINBOW,0.00264797507788162,2.700565833474452e-07,5.123016524338669e-05,17
JAVELIN/DARIN,0.00264797507788162,2.700565833474452e-07,5.123016524338669e-05,17
TERMINATOR,0.00264797507788162,2.700565833474452e-07,6.419593107561983e-05,17
"RAMIREZ, ROSA",0.00264797507788162,2.6170618977339456e-06,7.468700414005905e-05,17
LURKING UNKNOWN,0.00264797507788162,2.670395034151791e-06,4.825638397541698e-05,17
SCARECROW II,0.00264797507788162,3.932978998481345e-06,4.6696646555521377e-05,17
"RAMIREZ, MARTA",0.00264797507788162,2.6170618977339456e-06,7.468700414005905e-05,17
"ATKINSON, MAJ. EDMON",0.00264797507788162,1.0712903762746627e-05,4.521830317661032e-05,17
OBLITERATOR [ELDER],0.00264797507788162,1.8422606117551602e-08,4.071275195209381e-05,17
"KILLBURN, MACK",0.00264797507788162,2.2668515687049067e-06,6.569741979260568e-05,17
FLINCH/,0.00264797507788162,0.0,3.740749662110411e-05,17
"BAXTER, ABIGAIL",0.00264797507788162,1.2355575327456331e-06,4.179037289758724e-05,17
RINGLEADER,0.00264797507788162,2.8931624335349776e-06,6.716773577682214e-05,17
TENPIN/ALVIN HEALEY,0.00264797507788162,2.8931624335349776e-06,6.716773577682214e-05,17
YETRIGAR,0.00264797507788162,3.9188887835984215e-07,3.7402109323118055e-05,17
THREADGOLD,0.00264797507788162,1.1063681745876082e-08,3.998071880020452e-05,17
"SCICLUNA, MICHELE",0.00264797507788162,1.1063681745876082e-08,3.998071880020452e-05,17
"SLAG/SLAGHT, DR. THE",0.00264797507788162,4.607103848482683e-06,5.5327371869588475e-05,17
KNICK KNACK,0.00264797507788162,2.8931624335349776e-06,6.716773577682214e-05,17
VACUUM,0.00264797507788162,0.0,3.854328800346726e-05,17
SATELLITE,0.00264797507788162,0.0,3.854328800346726e-05,17
JARELLA,0.00264797507788162,5.051232575721715e-07,5.908117137245699e-05,17
ORBIT,0.00264797507788162,0.0,3.854328800346726e-05,17
BARON ZEBEK,0.00264797507788162,2.3110444421010452e-09,4.787589392890907e-05,17
OUIJA/,0.00264797507788162,0.0,3.740749662110411e-05,17
GORNKAI,0.0024922118380062306,0.0,4.9933539268746165e-05,16
"FATE, IAN",0.0024922118380062306,5.168374753347247e-07,3.449350830222908e-05,16
TRICKSHOT,0.0024922118380062306,1.4094617614175012e-06,6.530276418849286e-05,16
"WISDOM, ROMANY",0.0024922118380062306,5.684606786696563e-06,6.578982442421473e-05,16
ARLISSE,0.0024922118380062306,0.0,3.973643627962421e-05,16
KATAR,0.0024922118380062306,0.0,3.973643627962421e-05,16
CUFFS/,0.0024922118380062306,1.7079001690293253e-07,7.750334938184508e-05,16
NIGHTSTICK/,0.0024922118380062306,1.7079001690293253e-07,7.750334938184508e-05,16
FERA,0.0024922118380062306,0.0,5.019415647179882e-05,16
"BRADLEY, HANK",0.0024922118380062306,0.0,3.292456064290204e-05,16
"BEERE, JASON",0.0024922118380062306,8.47726741832531e-08,3.4389352774642966e-05,16
MINOTAUR,0.0024922118380062306,0.0,3.258183743844636e-05,16
WITHERS,0.0024922118380062306,0.0,3.377706813626605e-05,16
"ROLLINS, MRS.",0.0024922118380062306,0.0,3.9643935071073184e-05,16
URSON-WELLZ,0.0024922118380062306,0.0,3.329261070492269e-05,16
JACK,0.0024922118380062306,2.1060488847919938e-08,6.114257375503722e-05,16
CUTTER,0.0024922118380062306,0.0,3.439933928876422e-05,16
"DEVINE, ANTON",0.0024922118380062306,0.0,3.439933928876422e-05,16
"TOLLIVER, REV. JACKS",0.0024922118380062306,6.157186009895663e-09,4.395644805716574e-05,16
"BANTOCK, LT. OLIVER",0.0024922118380062306,0.0,4.265202506996357e-05,16
"BENTON, TERRY",0.0024922118380062306,0.0,4.265202506996357e-05,16
"BURKE, RICKY",0.0024922118380062306,0.0,4.265202506996357e-05,16
"JONES, WALTER",0.0024922118380062306,0.0,4.265202506996357e-05,16
"SANDERS, DET. NAPOLE",0.0024922118380062306,0.0,4.265202506996357e-05,16
MR. DOLL/NATHAN DOLL,0.0024922118380062306,4.411993934920178e-09,3.379930584945985e-05,16
KRIVEN,0.0024922118380062306,1.8736740705861916e-07,4.5062331221886286e-05,16
MADAME MASQUE IV,0.0024922118380062306,0.0,3.35480889702624e-05,16
"TINKER, SHEA",0.0024922118380062306,8.273277654700608e-07,4.841750520102703e-05,16
"AUSTIN, GEN.",0.0024922118380062306,1.0011031812826922e-06,5.4401591779353835e-05,16
MEGATAK,0.0024922118380062306,1.3692663265991158e-08,3.4866959629922104e-05,16
"SHERMAN, GEN.",0.0024922118380062306,1.0011031812826922e-06,5.4401591779353835e-05,16
"WALKER, TESS",0.0024922118380062306,1.5181875562486436e-07,4.7144916874028016e-05,16
"ANDERSON, CHARLES",0.0024922118380062306,3.922004006294949e-07,3.5757313464485085e-05,16
"WALKER, SHERIFF CHAN",0.0024922118380062306,1.5181875562486436e-07,4.083107861036251e-05,16
TELLIS,0.0024922118380062306,6.666892438087305e-09,4.899692730813779e-05,16
CANNONBALL/SAM GUTHR,0.0024922118380062306,6.942912235672839e-07,5.548487549555633e-05,16
HUSK/PAIGE GUTHRIE |,0.0024922118380062306,6.942912235672839e-07,5.548487549555633e-05,16
"HIBBERT, ELLEN",0.0024922118380062306,4.505878447098823e-07,5.245156128616111e-05,16
TASHA,0.0024922118380062306,0.0,3.564303627729116e-05,16
"HUNT, JERRY",0.0024922118380062306,3.268518553193607e-06,6.840761913296168e-05,16
MERCY,0.0024922118380062306,4.404007959321353e-06,4.5341479993837345e-05,16
"STRONG, SUSAN",0.0024922118380062306,1.30756828267436e-07,4.563186043036104e-05,16
PRINCESS PEARLA,0.0024922118380062306,1.8443386073340196e-07,4.77473062620315e-05,16
"KRIEGHUND, COL.",0.0024922118380062306,1.4578157834173037e-07,4.9905048891852295e-05,16
COMMANDO/M-NELL,0.0024922118380062306,6.666892438087305e-09,4.899692730813779e-05,16
PRIMUS II,0.0024922118380062306,6.666892438087305e-09,4.899692730813779e-05,16
ELATHAN,0.0024922118380062306,0.0,4.974666149105584e-05,16
INDECH,0.0024922118380062306,0.0,4.974666149105584e-05,16
TETHRA,0.0024922118380062306,0.0,4.974666149105584e-05,16
CETHLANN,0.0024922118380062306,0.0,4.974666149105584e-05,16
DULB,0.0024922118380062306,0.0,4.974666149105584e-05,16
HELL-EYES,0.0024922118380062306,1.8164957953779533e-06,4.1223587995870725e-05,16
STAINED GLASS SCARLE,0.0024922118380062306,2.3615475603504885e-07,8.024674167536844e-05,16
MALEVOLENCE,0.0024922118380062306,0.0,5.090582806126665e-05,16
MOLGOTHA,0.0024922118380062306,0.0,5.090582806126665e-05,16
SALLA,0.0024922118380062306,3.76823794732835e-07,3.810516071385355e-05,16
"CALDERONE, HANNAH",0.0024922118380062306,0.0,3.564303627729116e-05,16
VILIVEN,0.0024922118380062306,0.0,5.090582806126665e-05,16
"LUCAS, JAMES JR.",0.0024922118380062306,1.9438393808653048e-06,4.4807833823573874e-05,16
EXPEDITER/JOHN WRAIT,0.0024922118380062306,3.2832555972476256e-06,5.222823570165414e-05,16
NOX,0.0024922118380062306,1.1326157648087788e-06,6.679788742399698e-05,16
BRUTUS KLOR,0.0024922118380062306,0.0,5.090582806126665e-05,16
HEDRON,0.0024922118380062306,0.0,5.090582806126665e-05,16
PHEMOUS,0.0024922118380062306,0.0,5.090582806126665e-05,16
SIFFROR,0.0024922118380062306,0.0,5.090582806126665e-05,16
SKARABROUS,0.0024922118380062306,0.0,5.090582806126665e-05,16
THOG,0.0024922118380062306,0.0,5.090582806126665e-05,16
WYRE/,0.0024922118380062306,2.090570205675101e-08,4.0280341124671385e-05,16
FROST,0.0024922118380062306,1.1019660190130405e-07,4.555912179001536e-05,16
"STRIKER, SAM",0.0024922118380062306,1.1019660190130405e-07,4.555912179001536e-05,16
"GRIMM, JAKE",0.0024922118380062306,2.6520217324776954e-07,3.76085328696951e-05,16
"PONG, WU",0.0024922118380062306,4.178890670785016e-06,5.631461389214283e-05,16
"ANAMI, HIROSHI",0.0024922118380062306,0.0,3.406017655670272e-05,16
HATE-MONGER IV,0.0024922118380062306,9.120340069908853e-08,4.5297832993904075e-05,16
"GILBERT, PROFESSOR G",0.0024922118380062306,1.3133666206458084e-06,3.4317201531695564e-05,16
"MANDARIN, JAMES",0.0024922118380062306,1.0148221602813154e-06,4.117564035017785e-05,16
SOUL MAN/FATHER JASO,0.0024922118380062306,2.0844906674287068e-07,4.143333330019451e-05,16
"PARKS, JUDITH",0.0024922118380062306,5.465392501889372e-07,3.444184937076407e-05,16
WILD MAN/ALEX WILDMA,0.0024922118380062306,1.040737411413648e-06,5.804202263026422e-05,16
"COLLINS, BRADBURY",0.0024922118380062306,0.0,3.657386730550796e-05,16
"TOLLIVER, SHERIFF JO",0.0024922118380062306,1.9036679152609692e-06,4.502434962378692e-05,16
"RIVERS, JERRY",0.0024922118380062306,0.0,3.716257449970975e-05,16
"SCHOENFELD, ELAINE",0.0024922118380062306,0.0,3.716257449970975e-05,16
QUEEN OF STAR SWORDS,0.0024922118380062306,0.0,3.793903009553739e-05,16
"DANNING, SHEILA",0.0024922118380062306,2.0672477678240468e-07,3.3526751806306924e-05,16
"LETTERMAN, DAVID",0.0024922118380062306,3.793759322191233e-05,4.8149886432236766e-05,16
"PRINCE, DIANA",0.0024922118380062306,0.0,3.703450958415746e-05,16
THUNDERBOLT/BILLY CA,0.0024922118380062306,1.952332712204871e-06,5.0855598876546566e-05,16
"SEBASTIAN, MRS.",0.0024922118380062306,0.0,3.793903009553739e-05,16
"SMERDILOVISC, VICTOR",0.0024922118380062306,1.8443677027545317e-07,4.950987734870565e-05,16
ZINGH,0.0024922118380062306,1.8443677027545317e-07,4.950987734870566e-05,16
AZIR,0.0024922118380062306,1.933568909036566e-07,5.327503154431568e-05,16
"REAGAN, NANCY",0.0024922118380062306,0.0,3.279211197789016e-05,16
MINOR DOMO,0.0024922118380062306,0.0,3.213848217530653e-05,16
SATANA,0.0024922118380062306,1.903351572491947e-05,5.811072566325678e-05,16
OUTRIDER/OCLIN UWIR,0.0024922118380062306,2.3059348811229442e-07,8.34470575210299e-05,16
"MACTAGGART, JOE",0.0024922118380062306,0.0,3.209435590276609e-05,16
RICOCHET/SEN. STEVEN,0.0024922118380062306,2.394930895281578e-07,5.0538882693510254e-05,16
"VON VOLTZMANN, FRITZ",0.0024922118380062306,0.0,4.3932317266932167e-05,16
FAHE,0.0024922118380062306,0.0,3.6173434932011346e-05,16
FROH,0.0024922118380062306,6.710747563408731e-08,4.881096819171194e-05,16
LOGA,0.0024922118380062306,6.710747563408731e-08,4.881096819171194e-05,16
IDUNA,0.0024922118380062306,0.0,3.261407229235592e-05,16
"PARTRIDGE, STEVE",0.0024922118380062306,3.1488100241122815e-07,4.9232673795152464e-05,16
NELIT,0.0024922118380062306,0.0,3.25482653243318e-05,16
REMIPED,0.0024922118380062306,0.0,3.2436485353925405e-05,16
"ARCHER, ULYSSES SAMS",0.0024922118380062306,2.654836907475246e-06,0.0001505882520285786,16
"SLOAN, JASON",0.0024922118380062306,8.567693537170715e-07,6.674609092964211e-05,16
"MCCAMBRIDGE, MEGAN",0.0024922118380062306,1.1979388546585883e-07,4.015722192811522e-05,16
"FALLON, RIGBY",0.0024922118380062306,3.5464132416448594e-08,4.414219031755778e-05,16
CHI-CHEE,0.0024922118380062306,4.590961303088071e-05,9.790818297002174e-05,16
HOPE,0.0024922118380062306,4.590961303088071e-05,9.790818297002174e-05,16
MAINSPRING,0.0024922118380062306,4.590961303088071e-05,9.790818297002174e-05,16
"BRICKMAN, GLORIA",0.0024922118380062306,3.266960545772559e-06,3.9252347926067266e-05,16
"KLOSS, BERNARD",0.0024922118380062306,4.128507718341958e-08,3.8702703166963814e-05,16
DOMINEX,0.0024922118380062306,0.0,3.2608706019221964e-05,16
BLAZING SKULL/MARK T,0.0024922118380062306,1.2806853493480391e-05,4.4156076605193586e-05,16
GORGEOUS GEORGE,0.0024922118380062306,4.6308761573074065e-08,4.178376849958507e-05,16
"TREVOR, STEVE",0.0024922118380062306,0.0,3.703450958415746e-05,16
BRUNNHILDE/MCM-XLI (,0.0024922118380062306,6.710747563408731e-08,4.881096819171194e-05,16
DONAR,0.0024922118380062306,6.710747563408731e-08,4.881096819171194e-05,16
"HANSEN, BILLY",0.0024922118380062306,1.3304262259045318e-07,9.29122294710698e-05,16
"FIELDS, TRACI",0.0024922118380062306,5.738706664959864e-06,4.8287698861054144e-05,16
EVILHAWK/DARGIN BOKK,0.0024922118380062306,4.905197629226949e-07,5.508202704272698e-05,16
XIANDU,0.0024922118380062306,1.6388121576509088e-09,4.753733074406362e-05,16
WIRETAP/,0.0024922118380062306,1.7079001690293253e-07,7.750334938184508e-05,16
"DEVERAUX, INSPECTOR",0.0023364485981308414,0.0,4.117845716722897e-05,15
REDJEK/,0.0023364485981308414,0.0,4.767306906951498e-05,15
"DANTES, DR. EDWINA",0.0023364485981308414,0.0,4.767306906951498e-05,15
CANDLEMAS/,0.0023364485981308414,0.0,4.767306906951498e-05,15
DECIBEL,0.0023364485981308414,0.0,3.829709184450553e-05,15
ZA'KEN,0.0023364485981308414,0.0,3.1846749027819986e-05,15
MOLTO,0.0023364485981308414,9.9357770250761e-08,3.618137699207438e-05,15
VOLGA BELLE/,0.0023364485981308414,4.121362588413531e-08,6.781867408615302e-05,15
SIBERION,0.0023364485981308414,4.121362588413531e-08,6.781867408615302e-05,15
"GARRETT, JOHN",0.0023364485981308414,2.0404159117722325e-06,4.335294227499154e-05,15
"ANDERSON, CHET",0.0023364485981308414,0.0,4.418285710824338e-05,15
RAHL,0.0023364485981308414,1.80418193393051e-07,3.9253983145368134e-05,15
"CHAKARA, KANU",0.0023364485981308414,5.181782740942417e-06,5.5382128563821995e-05,15
"CROSSAN, ANNIE",0.0023364485981308414,2.887378228195061e-09,3.7190927444841847e-05,15
